_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,alternative1_1,alternative2_1,alternative3_1,alternative4_1,entity_selection,alternative10_1,alternative11_1,alternative12_1,alternative5_1,alternative6_1,alternative7_1,alternative8_1,alternative9_1,alternative1,alternative1_1_gold,alternative2,alternative2_1_gold,alternative3,alternative3_1_gold,alternative4,alternative4_1_gold,alternative5,alternative6,alternative7,alternative8,def1,def2,entity_selection_gold,identifier,sentence,type1,type2,what_are_the_valid_types_of_span_classterm_selected_comp10first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp11first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp12first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp5first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp6first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp7first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp8first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp9first_span_gold,alternative9,alternative10,alternative11,alternative12
1094395659,11/23/2016 14:31:12,2237347568,11/23/2016 14:30:18,false,elite,1,38636673,USA,NY,New York,162.243.105.109,organization,organization,,,"Juventus__30__38
Sport-Club Juventus__19__38",,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/23/2016 15:18:00,2237414963,11/23/2016 15:17:41,false,tremorgames,0.98,36826029,CAN,ON,Ottawa,64.231.230.59,organization,place,,,Sport-Club Juventus__19__38,,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/23/2016 15:25:04,2237429165,11/23/2016 15:21:16,false,clixsense,0.981,21875134,GBR,H9,London,146.198.105.117,organization,organization,,,"Juventus__30__38
Sport-Club Juventus__19__38",,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/23/2016 16:30:10,2237583406,11/23/2016 16:29:49,false,neodev,0.9578,11063039,GBR,C1,Bury,79.70.64.19,organization,place,,,Sport-Club Juventus__19__38,,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/23/2016 19:01:40,2237886619,11/23/2016 19:00:51,false,clixsense,0.9682,31738779,CAN,,,45.72.221.232,organization,organization,,,Sport-Club Juventus__19__38,,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/23/2016 19:38:16,2237971979,11/23/2016 19:37:52,false,prodege,0.9671,19854505,GBR,H8,Liverpool,92.25.106.109,organization,organization,,,"Juventus__30__38
Sport-Club Juventus__19__38",,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/23/2016 20:53:13,2238154185,11/23/2016 20:53:02,false,clixsense,0.976,15117831,GBR,I6,Milton Keynes,90.193.170.113,organization,organization,,,"Juventus__30__38
Sport-Club Juventus__19__38",,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/23/2016 22:25:46,2238342222,11/23/2016 22:25:32,false,instagc,0.9759,18985376,GBR,D2,Derby,81.108.86.170,organization,organization,,,"Juventus__30__38
Sport-Club Juventus__19__38",,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/23/2016 22:29:04,2238348589,11/23/2016 22:28:55,false,instagc,0.9711,30145358,CAN,QC,Jonquière,96.20.247.4,organization,other,,,Sport-Club Juventus__19__38,,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/23/2016 22:47:59,2238382324,11/23/2016 22:47:41,false,instagc,0.9603,18531561,CAN,ON,Richmond Hill,99.237.209.161,organization,organization,,,"Juventus__30__38
Sport-Club Juventus__19__38",,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/23/2016 23:50:27,2238478145,11/23/2016 23:49:39,false,prodege,0.9582,38202325,USA,ME,Caribou,45.46.116.185,"place
organization",organization,,,"Juventus__30__38
Sport-Club Juventus__19__38",,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/24/2016 01:37:51,2238659641,11/24/2016 01:35:44,false,instagc,0.9681,20043586,USA,NY,Troy,66.67.106.176,organization,other,,,Sport-Club Juventus__19__38,,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/24/2016 02:48:42,2238783646,11/24/2016 02:47:18,false,instagc,0.9658,22150704,USA,MN,Lindstrom,50.33.50.24,organization,organization,,,Sport-Club Juventus__19__38,,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/24/2016 03:31:38,2238865618,11/24/2016 03:30:48,false,neodev,0.9754,11460728,CAN,BC,Burnaby,70.79.16.165,organization,organization,,,"Juventus__30__38
Sport-Club Juventus__19__38",,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395659,11/24/2016 03:42:35,2238881630,11/24/2016 03:29:37,false,prodege,0.9859,32055370,CAN,NB,Saint John,142.163.88.191,organization,organization,,,Juventus__30__38,,,,,,,,,Sport-Club Juventus__19__38,,Juventus__30__38,,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Organization,,,,,,,,,,,,,
1094395660,11/25/2016 14:33:43,2242259713,11/25/2016 14:33:32,false,prodege,0.9739,38806465,USA,AL,Ozark,96.47.83.133,role,role,,,first president__104__119,,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
