_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,alternative1_1,alternative2_1,alternative3_1,alternative4_1,entity_selection,alternative10_1,alternative11_1,alternative12_1,alternative5_1,alternative6_1,alternative7_1,alternative8_1,alternative9_1,alternative1,alternative10,alternative11,alternative12,alternative1_1_gold,alternative2,alternative2_1_gold,alternative3,alternative3_1_gold,alternative4,alternative4_1_gold,alternative5,alternative6,alternative7,alternative8,alternative9,entity_selection_gold,identifier,sentence,type1,type2,what_are_the_valid_types_of_span_classterm_selected_comp10first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp11first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp12first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp5first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp6first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp7first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp8first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp9first_span_gold
1094398656,11/25/2016 11:06:17,2241946000,11/25/2016 11:05:56,false,instagc,1,18531561,CAN,ON,Richmond Hill,99.237.209.161,organization,organization,place,,"University of Utrecht__45__66
University__45__55",,,,,,,,,University of Utrecht__45__66,,,,,University__45__55,,Utrecht__59__66,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,206","In 1865, Wilhelm Röntgen tried to attend the University of Utrecht without having the necessary credentials required for a regular student. In 1901 Röntgen was awarded the very first Nobel Prize in Physics.",Organization,,,,,,,,,
1094398656,11/25/2016 11:29:23,2241977919,11/25/2016 11:28:46,false,eup_slw,0.9982,32718504,AUS,4,Brisbane,1.132.96.246,organization,organization,place,,"University__45__55
Utrecht__59__66
University of Utrecht__45__66",,,,,,,,,University of Utrecht__45__66,,,,,University__45__55,,Utrecht__59__66,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,206","In 1865, Wilhelm Röntgen tried to attend the University of Utrecht without having the necessary credentials required for a regular student. In 1901 Röntgen was awarded the very first Nobel Prize in Physics.",Organization,,,,,,,,,
1094398656,11/25/2016 12:54:22,2242102531,11/25/2016 12:53:54,false,tremorgames,0.9814,36826029,CAN,ON,Ottawa,64.231.230.59,"organization
place","place
organization",place,,University of Utrecht__45__66,,,,,,,,,University of Utrecht__45__66,,,,,University__45__55,,Utrecht__59__66,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,206","In 1865, Wilhelm Röntgen tried to attend the University of Utrecht without having the necessary credentials required for a regular student. In 1901 Röntgen was awarded the very first Nobel Prize in Physics.",Organization,,,,,,,,,
1094398656,11/25/2016 13:23:37,2242146314,11/25/2016 13:23:12,false,personaly,0.9754,35407670,USA,WI,Rhinelander,75.143.134.17,organization,place,role,,"University__45__55
University of Utrecht__45__66",,,,,,,,,University of Utrecht__45__66,,,,,University__45__55,,Utrecht__59__66,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,206","In 1865, Wilhelm Röntgen tried to attend the University of Utrecht without having the necessary credentials required for a regular student. In 1901 Röntgen was awarded the very first Nobel Prize in Physics.",Organization,,,,,,,,,
1094398656,11/25/2016 13:37:15,2242166701,11/25/2016 13:35:24,false,elite,0.9684,38416468,USA,DE,Wilmington,104.237.225.84,organization,place,place,,"Utrecht__59__66
University__45__55
University of Utrecht__45__66",,,,,,,,,University of Utrecht__45__66,,,,,University__45__55,,Utrecht__59__66,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,206","In 1865, Wilhelm Röntgen tried to attend the University of Utrecht without having the necessary credentials required for a regular student. In 1901 Röntgen was awarded the very first Nobel Prize in Physics.",Organization,,,,,,,,,
1094398656,11/25/2016 14:04:12,2242208811,11/25/2016 13:57:29,false,elite,0.9669,39116490,USA,DE,Wilmington,162.223.93.194,organization,place,place,,"University__45__55
University of Utrecht__45__66
Utrecht__59__66",,,,,,,,,University of Utrecht__45__66,,,,,University__45__55,,Utrecht__59__66,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,206","In 1865, Wilhelm Röntgen tried to attend the University of Utrecht without having the necessary credentials required for a regular student. In 1901 Röntgen was awarded the very first Nobel Prize in Physics.",Organization,,,,,,,,,
1094398656,11/25/2016 14:38:49,2242268448,11/25/2016 14:38:23,false,elite,0.9773,38636673,USA,NY,New York,162.243.251.113,"organization
place","organization
place",place,,University of Utrecht__45__66,,,,,,,,,University of Utrecht__45__66,,,,,University__45__55,,Utrecht__59__66,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,206","In 1865, Wilhelm Röntgen tried to attend the University of Utrecht without having the necessary credentials required for a regular student. In 1901 Röntgen was awarded the very first Nobel Prize in Physics.",Organization,,,,,,,,,
1094398656,11/25/2016 14:53:55,2242294246,11/25/2016 14:48:15,false,instagc,0.974,20043586,USA,NY,Troy,66.67.106.176,organization,organization,place,,University of Utrecht__45__66,,,,,,,,,University of Utrecht__45__66,,,,,University__45__55,,Utrecht__59__66,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,206","In 1865, Wilhelm Röntgen tried to attend the University of Utrecht without having the necessary credentials required for a regular student. In 1901 Röntgen was awarded the very first Nobel Prize in Physics.",Organization,,,,,,,,,
1094398656,11/25/2016 15:03:00,2242309556,11/25/2016 15:02:26,false,gifthunterclub,0.9673,40528644,USA,NJ,Edison,196.53.37.109,place,place,"organization
place",,"University__45__55
Utrecht__59__66
University of Utrecht__45__66",,,,,,,,,University of Utrecht__45__66,,,,,University__45__55,,Utrecht__59__66,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,206","In 1865, Wilhelm Röntgen tried to attend the University of Utrecht without having the necessary credentials required for a regular student. In 1901 Röntgen was awarded the very first Nobel Prize in Physics.",Organization,,,,,,,,,
1094398656,11/25/2016 16:23:33,2242464004,11/25/2016 16:23:19,false,prodege,0.9756,32850083,GBR,W7,Alexandria,82.40.206.135,"organization
place","place
organization",place,,"University__45__55
University of Utrecht__45__66",,,,,,,,,University of Utrecht__45__66,,,,,University__45__55,,Utrecht__59__66,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,206","In 1865, Wilhelm Röntgen tried to attend the University of Utrecht without having the necessary credentials required for a regular student. In 1901 Röntgen was awarded the very first Nobel Prize in Physics.",Organization,,,,,,,,,
