_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,alternative1_1,alternative2_1,alternative3_1,alternative4_1,entity_selection,alternative10_1,alternative11_1,alternative12_1,alternative5_1,alternative6_1,alternative7_1,alternative8_1,alternative9_1,alternative1,alternative10,alternative11,alternative12,alternative1_1_gold,alternative2,alternative2_1_gold,alternative3,alternative3_1_gold,alternative4,alternative4_1_gold,alternative5,alternative6,alternative7,alternative8,alternative9,entity_selection_gold,identifier,sentence,type1,type2,what_are_the_valid_types_of_span_classterm_selected_comp10first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp11first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp12first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp5first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp6first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp7first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp8first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp9first_span_gold
1094406415,11/29/2016 00:59:47,2248457997,11/29/2016 00:59:09,false,neodev,0.9621,11460728,CAN,BC,Burnaby,70.79.16.165,"place
organization","organization
place",organization,place,"Washington University__90__111
University__101__111
Washington University in St. Louis__90__124
St. Louis__115__124",,,,other,other,,,,Washington University in St. Louis__90__124,,,,,Washington University__90__111,,University__101__111,,St. Louis__115__124,,St__115__117,Louis__119__124,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-77#char=0,215","He was a boy scout, with the Boy Scouts of America and became an Eagle Scout. He attended Washington University in St. Louis for undergraduate studies as an Alexander S. Langsdorf Fellow, and obtained three degrees.",Organization,Place,,,,,,,,
1094406415,11/29/2016 02:09:13,2248493546,11/29/2016 02:04:22,false,neodev,0.9463,37944261,USA,CA,San Jose,68.68.96.202,organization,organization,"place
organization",place,"Washington University in St. Louis__90__124
Washington University__90__111
St. Louis__115__124",,,,role,place,,,,Washington University in St. Louis__90__124,,,,,Washington University__90__111,,University__101__111,,St. Louis__115__124,,St__115__117,Louis__119__124,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-77#char=0,215","He was a boy scout, with the Boy Scouts of America and became an Eagle Scout. He attended Washington University in St. Louis for undergraduate studies as an Alexander S. Langsdorf Fellow, and obtained three degrees.",Organization,Place,,,,,,,,
1094406415,11/29/2016 02:19:27,2248497387,11/29/2016 02:18:53,false,instagc,0.9551,37799090,USA,MI,Detroit,172.56.10.187,organization,organization,organization,place,Washington University in St. Louis__90__124,,,,other,place,,,,Washington University in St. Louis__90__124,,,,,Washington University__90__111,,University__101__111,,St. Louis__115__124,,St__115__117,Louis__119__124,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-77#char=0,215","He was a boy scout, with the Boy Scouts of America and became an Eagle Scout. He attended Washington University in St. Louis for undergraduate studies as an Alexander S. Langsdorf Fellow, and obtained three degrees.",Organization,Place,,,,,,,,
1094406415,11/29/2016 03:04:07,2248529274,11/29/2016 03:02:56,false,neodev,0.9326,40007999,USA,PA,Rome,74.118.30.162,"organization
place","organization
place","organization
place",place,"Louis__119__124
St__115__117
St. Louis__115__124
Washington University__90__111
Washington University in St. Louis__90__124
University__101__111",,,,other,place,,,,Washington University in St. Louis__90__124,,,,,Washington University__90__111,,University__101__111,,St. Louis__115__124,,St__115__117,Louis__119__124,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-77#char=0,215","He was a boy scout, with the Boy Scouts of America and became an Eagle Scout. He attended Washington University in St. Louis for undergraduate studies as an Alexander S. Langsdorf Fellow, and obtained three degrees.",Organization,Place,,,,,,,,
1094406415,11/29/2016 06:40:18,2248675091,11/29/2016 06:39:55,false,clixsense,0.9469,15117831,GBR,I6,Milton Keynes,90.193.170.113,"place
organization","organization
place",organization,place,Washington University in St. Louis__90__124,,,,other,other,,,,Washington University in St. Louis__90__124,,,,,Washington University__90__111,,University__101__111,,St. Louis__115__124,,St__115__117,Louis__119__124,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-77#char=0,215","He was a boy scout, with the Boy Scouts of America and became an Eagle Scout. He attended Washington University in St. Louis for undergraduate studies as an Alexander S. Langsdorf Fellow, and obtained three degrees.",Organization,Place,,,,,,,,
1094406415,11/29/2016 08:23:20,2248734492,11/29/2016 08:22:53,false,clixsense,0.954,39584385,GBR,C3,Cambridge,2.96.106.117,organization,organization,organization,place,"University__101__111
Washington University__90__111
Washington University in St. Louis__90__124",,,,other,person,,,,Washington University in St. Louis__90__124,,,,,Washington University__90__111,,University__101__111,,St. Louis__115__124,,St__115__117,Louis__119__124,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-77#char=0,215","He was a boy scout, with the Boy Scouts of America and became an Eagle Scout. He attended Washington University in St. Louis for undergraduate studies as an Alexander S. Langsdorf Fellow, and obtained three degrees.",Organization,Place,,,,,,,,
1094406415,11/29/2016 11:32:13,2248880413,11/29/2016 11:31:30,false,prodege,0.9532,27934334,GBR,D2,Derby,86.130.152.125,organization,"organization
place","organization
place",place,"Washington University__90__111
Washington University in St. Louis__90__124",,,,role,person,,,,Washington University in St. Louis__90__124,,,,,Washington University__90__111,,University__101__111,,St. Louis__115__124,,St__115__117,Louis__119__124,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-77#char=0,215","He was a boy scout, with the Boy Scouts of America and became an Eagle Scout. He attended Washington University in St. Louis for undergraduate studies as an Alexander S. Langsdorf Fellow, and obtained three degrees.",Organization,Place,,,,,,,,
1094406415,11/29/2016 12:32:57,2248955021,11/29/2016 12:32:35,false,gifthunterclub,0.9389,39758570,USA,GA,Atlanta,23.232.158.5,place,place,organization,place,Washington University in St. Louis__90__124,,,,other,person,,,,Washington University in St. Louis__90__124,,,,,Washington University__90__111,,University__101__111,,St. Louis__115__124,,St__115__117,Louis__119__124,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-77#char=0,215","He was a boy scout, with the Boy Scouts of America and became an Eagle Scout. He attended Washington University in St. Louis for undergraduate studies as an Alexander S. Langsdorf Fellow, and obtained three degrees.",Organization,Place,,,,,,,,
1094406415,11/29/2016 15:41:56,2249208974,11/29/2016 15:39:31,false,elite,0.9584,39405797,USA,NJ,Edison,196.53.44.15,"organization
place","organization
place","organization
place",place,"University__101__111
St. Louis__115__124
Washington University__90__111
Washington University in St. Louis__90__124",,,,other,person,,,,Washington University in St. Louis__90__124,,,,,Washington University__90__111,,University__101__111,,St. Louis__115__124,,St__115__117,Louis__119__124,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-77#char=0,215","He was a boy scout, with the Boy Scouts of America and became an Eagle Scout. He attended Washington University in St. Louis for undergraduate studies as an Alexander S. Langsdorf Fellow, and obtained three degrees.",Organization,Place,,,,,,,,
1094406415,11/29/2016 16:55:44,2249437940,11/29/2016 16:55:09,false,neodev,0.9855,12115558,USA,PA,Farrell,104.230.115.153,"place
organization","place
organization",organization,place,"Washington University__90__111
Washington University in St. Louis__90__124",,,,other,other,,,,Washington University in St. Louis__90__124,,,,,Washington University__90__111,,University__101__111,,St. Louis__115__124,,St__115__117,Louis__119__124,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-77#char=0,215","He was a boy scout, with the Boy Scouts of America and became an Eagle Scout. He attended Washington University in St. Louis for undergraduate studies as an Alexander S. Langsdorf Fellow, and obtained three degrees.",Organization,Place,,,,,,,,
