_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,alternative1_1,alternative2_1,alternative3_1,alternative4_1,entity_selection,alternative10_1,alternative11_1,alternative12_1,alternative5_1,alternative6_1,alternative7_1,alternative8_1,alternative9_1,alternative1,alternative10,alternative11,alternative12,alternative1_1_gold,alternative2,alternative2_1_gold,alternative3,alternative3_1_gold,alternative4,alternative4_1_gold,alternative5,alternative6,alternative7,alternative8,alternative9,entity_selection_gold,identifier,sentence,type1,type2,what_are_the_valid_types_of_span_classterm_selected_comp10first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp11first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp12first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp5first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp6first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp7first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp8first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp9first_span_gold
1094403206,11/27/2016 21:33:55,2246351995,11/27/2016 21:33:33,false,tremorgames,0.9827,36826029,CAN,ON,Ottawa,64.231.230.59,other,person,,,friend money__49__61,,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/27/2016 23:26:48,2246465132,11/27/2016 23:26:35,false,instagc,0.9802,27770607,USA,TX,El Paso,173.175.164.205,other,other,,,friend money__49__61,,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 03:05:12,2246680438,11/28/2016 03:04:57,false,instagc,0.9692,25278366,CAN,ON,Cambridge,174.88.0.55,other,role,,,friend__49__55,,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 04:15:30,2246747737,11/28/2016 04:15:09,false,prodege,0.9761,40009108,USA,CO,Leadville,69.146.185.190,"person
other",person,,,friend money__49__61,,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 06:30:38,2246925344,11/28/2016 06:30:27,false,eup_slw,0.9786,32718504,AUS,4,Brisbane,1.132.96.86,other,person,,,"friend__49__55
friend money__49__61",,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 09:11:25,2247077887,11/28/2016 09:11:02,false,clixsense,0.9812,33793257,GBR,K5,Poole,82.15.226.148,"person
other",person,,,"friend__49__55
friend money__49__61",,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 09:31:34,2247095415,11/28/2016 09:31:00,false,clixsense,0.9726,6355877,GBR,J5,North Shields,77.100.1.67,other,person,,,friend money__49__61,,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 17:08:05,2247689281,11/28/2016 17:07:49,false,instagc,0.9733,40269653,USA,OH,Youngstown,107.207.206.140,other,person,,,"friend money__49__61
friend__49__55",,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 18:47:36,2247835632,11/28/2016 18:46:22,false,gifthunterclub,0.9577,40528644,USA,NJ,Edison,196.53.44.75,other,other,,,friend money__49__61,,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 18:53:26,2247842364,11/28/2016 18:53:12,false,instagc,0.9724,24252915,GBR,M4,Southampton,78.147.22.60,other,person,,,friend money__49__61,,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 19:01:58,2247852407,11/28/2016 19:01:20,false,clixsense,0.9621,8976997,CAN,AB,Red Deer,75.159.236.198,person,person,,,"friend__49__55
friend money__49__61",,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 20:41:53,2248021409,11/28/2016 20:41:36,false,clixsense,0.9556,7265244,GBR,C1,Bury,79.70.64.19,"person
other",person,,,friend money__49__61,,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/28/2016 21:17:49,2248144327,11/28/2016 21:17:12,false,instagc,0.9711,23287154,USA,CA,Lakewood,172.248.142.55,other,"role
person",,,"friend__49__55
friend money__49__61",,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/29/2016 00:35:55,2248445638,11/29/2016 00:34:09,false,bitcoinget,0.9555,40796305,CAN,ON,Toronto,158.69.195.123,other,other,,,"friend__49__55
friend money__49__61",,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403206,11/29/2016 00:56:20,2248455085,11/29/2016 00:56:08,false,gifthunterclub,0.9662,34737109,USA,NY,Brooklyn,162.244.81.172,role,person,,,friend money__49__61,,,,,,,,,friend money__49__61,,,,,friend__49__55,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Person,,,,,,,,,
1094403207,11/28/2016 09:33:57,2247097539,11/28/2016 09:33:31,false,clixsense,0.9726,6355877,GBR,J5,North Shields,77.100.1.67,place,other,,,United States__79__92,,,,,,,,,United States__79__92,,,,,United__79__85,,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-63#char=0,93",In 1946 a woman from Ghana working at RCA sent a friend money to return to the United States.,Place,,,,,,,,,
